"Sno","SP_CODE","DISTRICT","MANDAL","VILLAGE","LON","LAT","16-12-19","17-12-19","18-12-19","19-12-19","20-12-19","21-12-19","22-12-19","23-12-19","24-12-19","25-12-19"
14212,132011,"SRIKAKULAM","PALASA","Allukhola",84.371495,18.80444,78.485,78.18125,80.5275,82.245,79.69125,78.40375,79.8525,75.5925,76.14,76.1525
14213,115015,"SRIKAKULAM","KOTHURU","Sirusuvada",83.898627,18.797756,79.02,80.655,80.845,81.625,77.11625,79.2725,80.8775,74.5275,73.515,74.8
14214,206002,"VIZIANAGARAM","PARVATHIPURAM","Pedamariki",83.394178,18.815231,70.18875,73.0525,73.53,73.8975,75.35875,72.515,73.2425,71.2925,74.37,71.2
14215,290920,"VIZIANAGARAM","PARVATHIPURAM","FOREST353",83.324272,18.797764,70.68625,73.02,75.17875,76.7125,78.5225,72.44125,73.72,73.4575,72.605,72.3125
14216,206009,"VIZIANAGARAM","PARVATHIPURAM","RavikonabattiValasa",83.373695,18.808522,70.18875,73.0525,73.53,73.8975,75.35875,72.515,73.2425,71.2925,74.37,71.2
14217,115005,"SRIKAKULAM","KOTHURU","Kurigam",83.967662,18.80885,77.98125,79.20125,79.64375,79.69875,76.91375,77.62875,78.415,73.94,75.2625,75.2025
14218,203088,"VIZIANAGARAM","KURUPAM","Bheempuram",83.74839,18.811446,78.02875,80.2625,79.4725,80.31875,81.68875,79.525,80.295,75.42,74.7325,73.2225
14219,133083,"SRIKAKULAM","MANDASA","Bidimi",84.528747,18.793987,78.27125,78.35625,80.945,83.0675,81.4,80.74625,82.4975,79.3375,77.11,78.215
14220,133079,"SRIKAKULAM","MANDASA","Bahadapalle",84.523754,18.803682,78.27125,78.35625,80.945,83.0675,81.4,80.74625,82.4975,79.3375,77.11,78.215
14221,206008,"VIZIANAGARAM","PARVATHIPURAM","Gangamambapuram1",83.384543,18.813242,70.18875,73.0525,73.53,73.8975,75.35875,72.515,73.2425,71.2925,74.37,71.2
